NC_035788.1	Gnomon	mRNA	48481134	48611604	.	-	.	A-kinase anchor protein 9-like%2C transcript variant X9	
NC_035788.1	Gnomon	mRNA	48481134	48611604	.	-	.	actin-related protein 3%2C transcript variant X1	
NC_035788.1	Gnomon	mRNA	103035064	103043229	.	-	.	actin-related protein 3%2C transcript variant X2	
NC_035788.1	Gnomon	mRNA	103035064	103043592	.	-	.	adenomatous polyposis coli protein-like%2C transcript variant X1	
NC_035788.1	Gnomon	mRNA	15812724	15852805	.	-	.	adenomatous polyposis coli protein-like%2C transcript variant X2	
NC_035788.1	Gnomon	mRNA	15813301	15842764	.	-	.	adenylate cyclase type 2-like%2C transcript variant X1	
NC_035784.1	Gnomon	mRNA	59986713	60028811	.	-	.	adenylate cyclase type 2-like%2C transcript variant X2	
NC_035784.1	Gnomon	mRNA	59986713	60030857	.	-	.	adenylate cyclase type 2-like%2C transcript variant X3	
NC_035784.1	Gnomon	mRNA	59986713	60039191	.	-	.	adenylate cyclase type 2-like%2C transcript variant X4	
NC_035784.1	Gnomon	mRNA	59986713	60026685	.	-	.	adenylate cyclase type 2-like%2C transcript variant X5	
NC_035784.1	Gnomon	mRNA	59986713	60038503	.	-	.	adenylate cyclase type 2-like%2C transcript variant X6	
NC_035784.1	Gnomon	mRNA	59986713	60028851	.	-	.	alanine--tRNA ligase%2C cytoplasmic-like	
NC_035784.1	Gnomon	mRNA	47458912	47484374	.	-	.	alpha-(1%2C6)-fucosyltransferase-like%2C transcript variant X1	
NC_035783.1	Gnomon	mRNA	16795715	16816171	.	+	.	alpha-(1%2C6)-fucosyltransferase-like%2C transcript variant X2	
NC_035783.1	Gnomon	mRNA	16795740	16816171	.	+	.	alpha-(1%2C6)-fucosyltransferase-like%2C transcript variant X3	
NC_035783.1	Gnomon	mRNA	16795905	16816171	.	+	.	androglobin-like%2C transcript variant X1	
NC_035786.1	Gnomon	mRNA	42385288	42415196	.	+	.	androglobin-like%2C transcript variant X10	
NC_035786.1	Gnomon	mRNA	42385291	42415196	.	+	.	androglobin-like%2C transcript variant X11	
NC_035786.1	Gnomon	mRNA	42385293	42415196	.	+	.	androglobin-like%2C transcript variant X12	
NC_035786.1	Gnomon	mRNA	42385290	42415196	.	+	.	androglobin-like%2C transcript variant X13	
NC_035786.1	Gnomon	mRNA	42385296	42415196	.	+	.	androglobin-like%2C transcript variant X14	
NC_035786.1	Gnomon	mRNA	42383192	42415196	.	+	.	androglobin-like%2C transcript variant X15	
NC_035786.1	Gnomon	mRNA	42370636	42415196	.	+	.	androglobin-like%2C transcript variant X16	
NC_035786.1	Gnomon	mRNA	42385291	42415196	.	+	.	androglobin-like%2C transcript variant X17	
NC_035786.1	Gnomon	mRNA	42361490	42415196	.	+	.	androglobin-like%2C transcript variant X18	
NC_035786.1	Gnomon	mRNA	42358035	42415196	.	+	.	androglobin-like%2C transcript variant X19	
NC_035786.1	Gnomon	mRNA	42385291	42415196	.	+	.	androglobin-like%2C transcript variant X2	
NC_035786.1	Gnomon	mRNA	42385288	42415196	.	+	.	androglobin-like%2C transcript variant X20	
NC_035786.1	Gnomon	mRNA	42371686	42415196	.	+	.	androglobin-like%2C transcript variant X21	
NC_035786.1	Gnomon	mRNA	42385294	42415196	.	+	.	androglobin-like%2C transcript variant X22	
NC_035786.1	Gnomon	mRNA	42381760	42415196	.	+	.	androglobin-like%2C transcript variant X23	
NC_035786.1	Gnomon	mRNA	42374029	42415196	.	+	.	androglobin-like%2C transcript variant X24	
NC_035786.1	Gnomon	mRNA	42368317	42415196	.	+	.	androglobin-like%2C transcript variant X25	
NC_035786.1	Gnomon	mRNA	42377096	42415196	.	+	.	androglobin-like%2C transcript variant X26	
NC_035786.1	Gnomon	mRNA	42387482	42415196	.	+	.	androglobin-like%2C transcript variant X27	
NC_035786.1	Gnomon	mRNA	42380179	42415196	.	+	.	androglobin-like%2C transcript variant X28	
NC_035786.1	Gnomon	mRNA	42389700	42415196	.	+	.	androglobin-like%2C transcript variant X29	
NC_035786.1	Gnomon	mRNA	42385287	42415196	.	+	.	androglobin-like%2C transcript variant X3	
NC_035786.1	Gnomon	mRNA	42386287	42415196	.	+	.	androglobin-like%2C transcript variant X4	
NC_035786.1	Gnomon	mRNA	42385291	42415196	.	+	.	androglobin-like%2C transcript variant X5	
NC_035786.1	Gnomon	mRNA	42385290	42415196	.	+	.	androglobin-like%2C transcript variant X6	
NC_035786.1	Gnomon	mRNA	42385293	42415196	.	+	.	androglobin-like%2C transcript variant X7	
NC_035786.1	Gnomon	mRNA	42385289	42415196	.	+	.	androglobin-like%2C transcript variant X8	
NC_035786.1	Gnomon	mRNA	42385292	42415196	.	+	.	androglobin-like%2C transcript variant X9	
NC_035786.1	Gnomon	mRNA	42385291	42415196	.	+	.	ankyrin repeat and zinc finger domain-containing protein 1-like%2C transcript variant X1	
NC_035788.1	Gnomon	mRNA	70981163	71001507	.	-	.	ankyrin repeat and zinc finger domain-containing protein 1-like%2C transcript variant X2	
NC_035788.1	Gnomon	mRNA	70981163	71001504	.	-	.	archaemetzincin-2-like	
NC_035782.1	Gnomon	mRNA	37840574	37864852	.	+	.	arf-GAP domain and FG repeat-containing protein 1-like%2C transcript variant X1	
NC_035785.1	Gnomon	mRNA	33197236	33208933	.	+	.	arf-GAP domain and FG repeat-containing protein 1-like%2C transcript variant X2	
NC_035785.1	Gnomon	mRNA	33197236	33208933	.	+	.	arf-GAP domain and FG repeat-containing protein 1-like%2C transcript variant X3	
NC_035785.1	Gnomon	mRNA	33197236	33208933	.	+	.	arrestin domain-containing protein 3-like	
NC_035783.1	Gnomon	mRNA	23915843	23924736	.	-	.	arrestin domain-containing protein 3-like	
NC_035784.1	Gnomon	mRNA	2437703	2445573	.	+	.	band 3 anion transport protein-like%2C transcript variant X1	
NC_035782.1	Gnomon	mRNA	8700495	8739466	.	-	.	band 3 anion transport protein-like%2C transcript variant X2	
NC_035782.1	Gnomon	mRNA	8700495	8731624	.	-	.	band 3 anion transport protein-like%2C transcript variant X3	
NC_035782.1	Gnomon	mRNA	8700495	8733676	.	-	.	band 3 anion transport protein-like%2C transcript variant X4	
NC_035782.1	Gnomon	mRNA	8700495	8727120	.	-	.	band 3 anion transport protein-like%2C transcript variant X5	
NC_035782.1	Gnomon	mRNA	8700495	8739466	.	-	.	band 3 anion transport protein-like%2C transcript variant X6	
NC_035782.1	Gnomon	mRNA	8700495	8739466	.	-	.	band 3 anion transport protein-like%2C transcript variant X7	
NC_035782.1	Gnomon	mRNA	8705174	8739466	.	-	.	band 3 anion transport protein-like%2C transcript variant X8	
NC_035782.1	Gnomon	mRNA	8705713	8739466	.	-	.	band 3 anion transport protein-like%2C transcript variant X9	
NC_035782.1	Gnomon	mRNA	8705569	8739466	.	-	.	beclin 1-associated autophagy-related key regulator-like	
NC_035783.1	Gnomon	mRNA	10905610	10913182	.	-	.	beta-1-syntrophin-like	
NC_035784.1	Gnomon	mRNA	3210664	3226817	.	+	.	bromodomain adjacent to zinc finger domain protein 1A-like%2C transcript variant X1	
NC_035783.1	Gnomon	mRNA	19521203	19536412	.	-	.	bromodomain adjacent to zinc finger domain protein 1A-like%2C transcript variant X2	
NC_035783.1	Gnomon	mRNA	19521203	19536240	.	-	.	CAD protein-like%2C transcript variant X1	
NC_035784.1	Gnomon	mRNA	57768461	57798178	.	+	.	CAD protein-like%2C transcript variant X2	
NC_035784.1	Gnomon	mRNA	57768461	57798178	.	+	.	CAD protein-like%2C transcript variant X3	
NC_035784.1	Gnomon	mRNA	57768641	57798178	.	+	.	CAD protein-like%2C transcript variant X4	
NC_035784.1	Gnomon	mRNA	57769189	57798178	.	+	.	CAD protein-like%2C transcript variant X5	
NC_035784.1	Gnomon	mRNA	57774064	57798178	.	+	.	calmodulin-lysine N-methyltransferase-like%2C transcript variant X1	
NC_035783.1	Gnomon	mRNA	21108991	21119535	.	+	.	calmodulin-lysine N-methyltransferase-like%2C transcript variant X2	
NC_035783.1	Gnomon	mRNA	21108991	21127229	.	+	.	calmodulin-lysine N-methyltransferase-like%2C transcript variant X3	
NC_035783.1	Gnomon	mRNA	21108991	21127572	.	+	.	cAMP-dependent protein kinase type II regulatory subunit-like%2C transcript variant X1	
NC_035787.1	Gnomon	mRNA	38076432	38104462	.	+	.	cAMP-dependent protein kinase type II regulatory subunit-like%2C transcript variant X2	
NC_035787.1	Gnomon	mRNA	38076437	38101248	.	+	.	cAMP-dependent protein kinase type II regulatory subunit-like%2C transcript variant X3	
NC_035787.1	Gnomon	mRNA	38076433	38104461	.	+	.	cAMP-dependent protein kinase type II regulatory subunit-like%2C transcript variant X4	
NC_035787.1	Gnomon	mRNA	38076438	38101248	.	+	.	cAMP-dependent protein kinase type II regulatory subunit-like%2C transcript variant X5	
NC_035787.1	Gnomon	mRNA	38076433	38104462	.	+	.	cAMP-dependent protein kinase type II regulatory subunit-like%2C transcript variant X6	
NC_035787.1	Gnomon	mRNA	38076437	38104459	.	+	.	cAMP-dependent protein kinase type II regulatory subunit-like%2C transcript variant X7	
NC_035787.1	Gnomon	mRNA	38076442	38101248	.	+	.	cAMP-dependent protein kinase type II regulatory subunit-like%2C transcript variant X8	
NC_035787.1	Gnomon	mRNA	38076435	38104461	.	+	.	CAP-Gly domain-containing linker protein 1-like%2C transcript variant X1	
NC_035782.1	Gnomon	mRNA	49551208	49585639	.	-	.	CAP-Gly domain-containing linker protein 1-like%2C transcript variant X2	
NC_035782.1	Gnomon	mRNA	49551208	49589770	.	-	.	CAP-Gly domain-containing linker protein 1-like%2C transcript variant X3	
NC_035782.1	Gnomon	mRNA	49551208	49583239	.	-	.	CAP-Gly domain-containing linker protein 1-like%2C transcript variant X4	
NC_035782.1	Gnomon	mRNA	49551208	49580877	.	-	.	CAP-Gly domain-containing linker protein 1-like%2C transcript variant X5	
NC_035782.1	Gnomon	mRNA	49551208	49585639	.	-	.	CAP-Gly domain-containing linker protein 1-like%2C transcript variant X6	
NC_035782.1	Gnomon	mRNA	49551208	49585639	.	-	.	casein kinase II subunit alpha-like%2C transcript variant X1	
NC_035784.1	Gnomon	mRNA	32774850	32788391	.	+	.	casein kinase II subunit alpha-like%2C transcript variant X2	
NC_035784.1	Gnomon	mRNA	32774850	32788391	.	+	.	cell division control protein 45 homolog	
NC_035784.1	Gnomon	mRNA	59119763	59137306	.	+	.	centrosomal protein of 78 kDa-like	
NC_035788.1	Gnomon	mRNA	11938503	11987101	.	-	.	charged multivesicular body protein 3-like	
NC_035785.1	Gnomon	mRNA	43781627	43784995	.	-	.	condensin complex subunit 1-like%2C transcript variant X1	
NC_035783.1	Gnomon	mRNA	45940856	46144490	.	-	.	condensin complex subunit 1-like%2C transcript variant X2	
NC_035783.1	Gnomon	mRNA	45940856	46144457	.	-	.	condensin complex subunit 1-like%2C transcript variant X3	
NC_035783.1	Gnomon	mRNA	45940856	46144490	.	-	.	copper transporter 2-like	
NC_035781.1	Gnomon	mRNA	29388946	29417261	.	+	.	cullin-3-B-like	
NC_035784.1	Gnomon	mRNA	96017715	96035012	.	+	.	cyclic AMP-responsive element-binding protein 3-like protein 3-B%2C transcript variant X1	
NC_035783.1	Gnomon	mRNA	58182830	58187524	.	+	.	cyclic AMP-responsive element-binding protein 3-like protein 3-B%2C transcript variant X2	
NC_035783.1	Gnomon	mRNA	58182051	58187524	.	+	.	cytoplasmic dynein 1 heavy chain 1-like%2C transcript variant X1	
NC_035783.1	Gnomon	mRNA	25285234	25321419	.	-	.	cytoplasmic dynein 1 heavy chain 1-like%2C transcript variant X2	
NC_035783.1	Gnomon	mRNA	25285234	25321419	.	-	.	cytoplasmic dynein 1 heavy chain 1-like%2C transcript variant X3	
NC_035783.1	Gnomon	mRNA	25285234	25321419	.	-	.	cytoplasmic dynein 1 heavy chain 1-like%2C transcript variant X4	
NC_035783.1	Gnomon	mRNA	25285234	25321419	.	-	.	cytoplasmic dynein 1 heavy chain 1-like%2C transcript variant X5	
NC_035783.1	Gnomon	mRNA	25285234	25321419	.	-	.	cytoplasmic dynein 1 heavy chain 1-like%2C transcript variant X6	
NC_035783.1	Gnomon	mRNA	25285234	25321419	.	-	.	cytoplasmic dynein 1 heavy chain 1-like%2C transcript variant X7	
NC_035783.1	Gnomon	mRNA	25285234	25321419	.	-	.	DDB1- and CUL4-associated factor 1-like%2C transcript variant X1	
NC_035787.1	Gnomon	mRNA	17998351	18020188	.	-	.	DDB1- and CUL4-associated factor 1-like%2C transcript variant X2	
NC_035787.1	Gnomon	mRNA	17998351	18020188	.	-	.	dihydrolipoyl dehydrogenase%2C mitochondrial-like	
NC_035787.1	Gnomon	mRNA	61140288	61162853	.	+	.	disintegrin and metalloproteinase domain-containing protein 12-like%2C transcript variant X1	
NC_035785.1	Gnomon	mRNA	32907406	32933341	.	+	.	disintegrin and metalloproteinase domain-containing protein 12-like%2C transcript variant X2	
NC_035785.1	Gnomon	mRNA	32907406	32933341	.	+	.	disintegrin and metalloproteinase domain-containing protein 12-like%2C transcript variant X3	
NC_035785.1	Gnomon	mRNA	32907406	32933341	.	+	.	disintegrin and metalloproteinase domain-containing protein 12-like%2C transcript variant X4	
NC_035785.1	Gnomon	mRNA	32907406	32933341	.	+	.	disintegrin and metalloproteinase domain-containing protein unc-71-like%2C transcript variant X1	
NC_035788.1	Gnomon	mRNA	48168811	48223066	.	+	.	disintegrin and metalloproteinase domain-containing protein unc-71-like%2C transcript variant X2	
NC_035788.1	Gnomon	mRNA	48168811	48223066	.	+	.	disintegrin and metalloproteinase domain-containing protein unc-71-like%2C transcript variant X3	
NC_035788.1	Gnomon	mRNA	48168811	48223066	.	+	.	disintegrin and metalloproteinase domain-containing protein unc-71-like%2C transcript variant X4	
NC_035788.1	Gnomon	mRNA	48168811	48223066	.	+	.	disks large homolog 1-like%2C transcript variant X1	
NC_035785.1	Gnomon	mRNA	35726959	35769144	.	+	.	disks large homolog 1-like%2C transcript variant X2	
NC_035785.1	Gnomon	mRNA	35726959	35769144	.	+	.	disks large homolog 1-like%2C transcript variant X3	
NC_035785.1	Gnomon	mRNA	35726959	35769144	.	+	.	disks large homolog 1-like%2C transcript variant X4	
NC_035785.1	Gnomon	mRNA	35735215	35769144	.	+	.	dmX-like protein 2%2C transcript variant X1	
NC_035783.1	Gnomon	mRNA	6410522	6463606	.	-	.	dmX-like protein 2%2C transcript variant X10	
NC_035783.1	Gnomon	mRNA	6410522	6463606	.	-	.	dmX-like protein 2%2C transcript variant X11	
NC_035783.1	Gnomon	mRNA	6410522	6463606	.	-	.	dmX-like protein 2%2C transcript variant X12	
NC_035783.1	Gnomon	mRNA	6410522	6463605	.	-	.	dmX-like protein 2%2C transcript variant X2	
NC_035783.1	Gnomon	mRNA	6410522	6463606	.	-	.	dmX-like protein 2%2C transcript variant X3	
NC_035783.1	Gnomon	mRNA	6410522	6463606	.	-	.	dmX-like protein 2%2C transcript variant X4	
NC_035783.1	Gnomon	mRNA	6410522	6463487	.	-	.	dmX-like protein 2%2C transcript variant X5	
NC_035783.1	Gnomon	mRNA	6410522	6463606	.	-	.	dmX-like protein 2%2C transcript variant X6	
NC_035783.1	Gnomon	mRNA	6412051	6463487	.	-	.	dmX-like protein 2%2C transcript variant X7	
NC_035783.1	Gnomon	mRNA	6410522	6463606	.	-	.	dmX-like protein 2%2C transcript variant X8	
NC_035783.1	Gnomon	mRNA	6410522	6463606	.	-	.	dmX-like protein 2%2C transcript variant X9	
NC_035783.1	Gnomon	mRNA	6410522	6463487	.	-	.	DNA excision repair protein ERCC-6-like%2C transcript variant X1	
NC_035784.1	Gnomon	mRNA	38208090	38230756	.	-	.	DNA excision repair protein ERCC-6-like%2C transcript variant X2	
NC_035784.1	Gnomon	mRNA	38208090	38230756	.	-	.	DNA excision repair protein ERCC-6-like%2C transcript variant X3	
NC_035784.1	Gnomon	mRNA	38208090	38230756	.	-	.	DNA excision repair protein ERCC-6-like%2C transcript variant X4	
NC_035784.1	Gnomon	mRNA	38208090	38230756	.	-	.	DNA excision repair protein ERCC-6-like%2C transcript variant X5	
NC_035784.1	Gnomon	mRNA	38208090	38230756	.	-	.	DNA ligase 1-like%2C transcript variant X1	
NC_035785.1	Gnomon	mRNA	29825989	29844726	.	-	.	DNA ligase 1-like%2C transcript variant X2	
NC_035785.1	Gnomon	mRNA	29825989	29846114	.	-	.	DNA ligase 1-like%2C transcript variant X3	
NC_035785.1	Gnomon	mRNA	29825989	29846345	.	-	.	DNA ligase 1-like%2C transcript variant X4	
NC_035785.1	Gnomon	mRNA	29825989	29845305	.	-	.	DNA ligase 1-like%2C transcript variant X5	
NC_035785.1	Gnomon	mRNA	29825989	29835517	.	-	.	DNA replication licensing factor mcm5-like	
NC_035783.1	Gnomon	mRNA	2890063	2898732	.	-	.	DNA topoisomerase 2-binding protein 1-like%2C transcript variant X1	
NC_035780.1	Gnomon	mRNA	32697475	32718987	.	-	.	DNA topoisomerase 2-binding protein 1-like%2C transcript variant X2	
NC_035780.1	Gnomon	mRNA	32697475	32718987	.	-	.	DNA topoisomerase I%2C mitochondrial-like	
NC_035784.1	Gnomon	mRNA	36791265	36801233	.	+	.	dnaJ homolog subfamily C member 1-like	
NC_035788.1	Gnomon	mRNA	67911855	67918159	.	-	.	double-stranded RNA-specific editase 1-like%2C transcript variant X1	
NC_035780.1	Gnomon	mRNA	1955555	1981063	.	-	.	double-stranded RNA-specific editase 1-like%2C transcript variant X2	
NC_035780.1	Gnomon	mRNA	1955555	1981097	.	-	.	double-stranded RNA-specific editase 1-like%2C transcript variant X3	
NC_035780.1	Gnomon	mRNA	1955555	1981072	.	-	.	double-stranded RNA-specific editase 1-like%2C transcript variant X4	
NC_035780.1	Gnomon	mRNA	1955555	1968539	.	-	.	double-stranded RNA-specific editase 1-like%2C transcript variant X5	
NC_035780.1	Gnomon	mRNA	1955555	1965769	.	-	.	double-stranded RNA-specific editase 1-like%2C transcript variant X6	
NC_035780.1	Gnomon	mRNA	1955555	1961628	.	-	.	dynein assembly factor 5%2C axonemal-like	
NC_035781.1	Gnomon	mRNA	45108521	45113815	.	-	.	dynein heavy chain 1%2C axonemal-like%2C transcript variant X1	
NC_035786.1	Gnomon	mRNA	34326382	34384923	.	-	.	dynein heavy chain 1%2C axonemal-like%2C transcript variant X2	
NC_035786.1	Gnomon	mRNA	34326382	34384923	.	-	.	dynein heavy chain 1%2C axonemal-like%2C transcript variant X3	
NC_035786.1	Gnomon	mRNA	34326382	34384109	.	-	.	dynein heavy chain 1%2C axonemal-like%2C transcript variant X4	
NC_035786.1	Gnomon	mRNA	34326382	34384109	.	-	.	dynein heavy chain 1%2C axonemal-like%2C transcript variant X5	
NC_035786.1	Gnomon	mRNA	34326382	34384109	.	-	.	dynein heavy chain 1%2C axonemal-like%2C transcript variant X6	
NC_035786.1	Gnomon	mRNA	34326382	34384109	.	-	.	dynein heavy chain 1%2C axonemal-like%2C transcript variant X7	
NC_035786.1	Gnomon	mRNA	34326382	34384109	.	-	.	dynein heavy chain 1%2C axonemal-like%2C transcript variant X8	
NC_035786.1	Gnomon	mRNA	34326382	34384923	.	-	.	dynein heavy chain 12%2C axonemal-like%2C transcript variant X1	
NC_035787.1	Gnomon	mRNA	26130809	26168781	.	+	.	dynein heavy chain 12%2C axonemal-like%2C transcript variant X2	
NC_035787.1	Gnomon	mRNA	26130809	26168781	.	+	.	dynein heavy chain 12%2C axonemal-like%2C transcript variant X3	
NC_035787.1	Gnomon	mRNA	26130809	26168781	.	+	.	dynein heavy chain 12%2C axonemal-like%2C transcript variant X4	
NC_035787.1	Gnomon	mRNA	26130809	26168781	.	+	.	dynein heavy chain 12%2C axonemal-like%2C transcript variant X5	
NC_035787.1	Gnomon	mRNA	26130809	26168781	.	+	.	dynein heavy chain 12%2C axonemal-like%2C transcript variant X6	
NC_035787.1	Gnomon	mRNA	26130809	26168781	.	+	.	dynein heavy chain 12%2C axonemal-like%2C transcript variant X7	
NC_035787.1	Gnomon	mRNA	26130809	26168781	.	+	.	E3 ubiquitin-protein ligase HERC2-like%2C transcript variant X1	
NC_035782.1	Gnomon	mRNA	37327578	37376173	.	+	.	E3 ubiquitin-protein ligase HERC2-like%2C transcript variant X2	
NC_035782.1	Gnomon	mRNA	37327578	37376173	.	+	.	E3 ubiquitin-protein ligase HERC2-like%2C transcript variant X3	
NC_035782.1	Gnomon	mRNA	37327578	37376173	.	+	.	E3 ubiquitin-protein ligase HERC2-like%2C transcript variant X4	
NC_035782.1	Gnomon	mRNA	37327578	37376173	.	+	.	E3 ubiquitin-protein ligase UBR4-like%2C transcript variant X1	
NC_035782.1	Gnomon	mRNA	29937134	29981298	.	-	.	E3 ubiquitin-protein ligase UBR4-like%2C transcript variant X2	
NC_035782.1	Gnomon	mRNA	29937974	29981298	.	-	.	E3 ubiquitin-protein ligase UBR4-like%2C transcript variant X3	
NC_035782.1	Gnomon	mRNA	29937974	29981298	.	-	.	E3 ubiquitin-protein ligase UBR4-like%2C transcript variant X4	
