"chr"	"start"	"end"	"strand"	"pvalue"	"qvalue"	"meth.diff"
"30905"	"NC_035780.1"	48579390	48579390	"-"	2.04245716986742e-42	1.39077372371165e-39	-57.0273886567816
"31771"	"NC_035780.1"	54211053	54211053	"+"	3.15632388254274e-34	1.03444768363448e-31	-61.194799243943
"31772"	"NC_035780.1"	54211054	54211054	"-"	1.83326296714196e-32	5.08212084554298e-30	-64.2857142857143
"32478"	"NC_035780.1"	55378083	55378083	"+"	2.39803985608899e-21	2.18900858728189e-19	-51.2311737987091
"34197"	"NC_035780.1"	58135769	58135769	"-"	3.54708917254273e-37	1.54841391839454e-34	74.0879977722083
"35498"	"NC_035780.1"	60359487	60359487	"+"	5.47915933300032e-87	5.01242735998872e-83	73.465187041346
"35499"	"NC_035780.1"	60359488	60359488	"-"	5.70522381768761e-54	9.09412152643738e-51	68.0266605023887
"36337"	"NC_035780.1"	61420662	61420662	"-"	3.07885043182073e-19	2.19970929869115e-17	51.8139534883721
"36931"	"NC_035780.1"	62750218	62750218	"+"	4.61893398106388e-37	2.00383526024104e-34	53.2402819852213
"37651"	"NC_035780.1"	63619402	63619402	"+"	1.92232558335121e-35	7.04655833332057e-33	54.3883652579305
"39044"	"NC_035781.1"	627421	627421	"+"	5.65216882900462e-25	7.73754621900996e-23	-52.7886189097318
"39153"	"NC_035781.1"	631900	631900	"+"	1.70334677224945e-20	1.41379716445439e-18	-51.8076628697492
"39154"	"NC_035781.1"	631901	631901	"-"	2.37617774849573e-28	4.60374327517445e-26	-60.9593931280678
"40929"	"NC_035781.1"	1680603	1680603	"+"	4.02012004818092e-23	4.52092427477484e-21	51.9406951535072
"41205"	"NC_035781.1"	2277405	2277405	"+"	1.28342496967617e-57	2.72770429750465e-54	59.789307128581
"43115"	"NC_035781.1"	3401690	3401690	"-"	6.93054167988663e-45	5.54464096469935e-42	52.346800080974
"46173"	"NC_035781.1"	5648773	5648773	"-"	3.56584198293008e-64	1.15427884264782e-60	-51.5034786070406
"46593"	"NC_035781.1"	5855169	5855169	"-"	1.86649078904489e-63	5.86155772686641e-60	-61.6856887886901
"48703"	"NC_035781.1"	9369564	9369564	"+"	3.68239160764809e-27	6.25851540413183e-25	56.5668706293706
"49787"	"NC_035781.1"	10383012	10383012	"-"	7.98431982923044e-37	3.39386626026743e-34	-56.7842199641363
"49838"	"NC_035781.1"	10426303	10426303	"+"	2.06457903295782e-115	5.21237149436875e-111	55.8066969213786
"49862"	"NC_035781.1"	10427420	10427420	"+"	7.26446478633941e-53	1.03277069339386e-49	59.0136690348581
"49871"	"NC_035781.1"	10427643	10427643	"+"	5.20841385896039e-56	9.87289470192114e-53	63.8323033493553
"50894"	"NC_035781.1"	11919273	11919273	"+"	7.97552076384246e-22	7.67312485664735e-20	-50.7536231884058
"50940"	"NC_035781.1"	11960874	11960874	"-"	3.3249778134182e-68	1.37176770340801e-64	52.5838229626574
"51560"	"NC_035781.1"	13033012	13033012	"-"	8.56534324237491e-53	1.20147713514547e-49	-63.4025113358912
"52473"	"NC_035781.1"	13841609	13841609	"+"	1.0472581443278e-41	6.69760986903778e-39	54.39604759024
"53501"	"NC_035781.1"	15604575	15604575	"+"	1.37921077575021e-66	5.09117217064887e-63	55.0235868575685
"54080"	"NC_035781.1"	19453326	19453326	"-"	1.50267593444e-26	2.39889875471255e-24	-52.8084918177797
"55540"	"NC_035781.1"	20620125	20620125	"-"	1.02499201272943e-24	1.35981333652533e-22	53.8676503465236
"57179"	"NC_035781.1"	22901074	22901074	"-"	2.55952351679732e-47	2.39352850612007e-44	50.4315304948216
"57545"	"NC_035781.1"	23710327	23710327	"+"	4.72451895431367e-24	5.8925667544177e-22	-53.0716212166617
"57573"	"NC_035781.1"	24047932	24047932	"-"	2.01726500589362e-19	1.47480351231096e-17	53.3333333333333
"58598"	"NC_035781.1"	26609798	26609798	"-"	2.92781169326926e-61	7.70043309838915e-58	-61.2681436210848
"59827"	"NC_035781.1"	29401028	29401028	"+"	1.89865830064618e-18	1.24181742487398e-16	-55.952380952381
"60837"	"NC_035781.1"	29991127	29991127	"-"	3.58298010380692e-40	2.01036598234984e-37	-52.1902052930992
"61103"	"NC_035781.1"	30153251	30153251	"+"	4.5680872980864e-43	3.26925700172862e-40	53.7299909392933
"61104"	"NC_035781.1"	30153252	30153252	"-"	5.45976949657935e-96	7.65852345630684e-92	64.0810862105225
"61747"	"NC_035781.1"	30488985	30488985	"+"	1.83726951734038e-41	1.15395815494095e-38	53.9551774575901
"63331"	"NC_035781.1"	32146060	32146060	"+"	1.13057413925222e-34	3.89970010577856e-32	52.8005453897523
"66631"	"NC_035781.1"	40747578	40747578	"+"	6.56038425665592e-40	3.57605320071598e-37	-51.1132928275045
"68399"	"NC_035781.1"	42529449	42529449	"+"	3.9538549269496e-21	3.52509418734944e-19	-50.6981032665964
"68646"	"NC_035781.1"	43054124	43054124	"-"	4.57634261945637e-25	6.31823191054056e-23	-64.6092583374813
"68979"	"NC_035781.1"	45110045	45110045	"-"	1.78660786728703e-54	2.95997142977639e-51	53.9921081353371
"68984"	"NC_035781.1"	45110114	45110114	"-"	2.41042482916171e-91	3.1698273455097e-87	64.530652589503
"68985"	"NC_035781.1"	45110121	45110121	"-"	3.10197026083761e-76	1.71757627012085e-72	63.5918766821629
"70629"	"NC_035781.1"	52592743	52592743	"+"	1.2265662775117e-35	4.59215673743741e-33	55.6989247311828
"70630"	"NC_035781.1"	52592744	52592744	"-"	6.76624897195402e-118	2.03381727648502e-113	56.1149040606872
"70636"	"NC_035781.1"	52592761	52592761	"-"	1.24258124802172e-79	8.1702776443077e-76	50.2262623054938
"71869"	"NC_035781.1"	52956462	52956462	"+"	1.85507819761543e-68	8.13173059470632e-65	-55.7245343653111
"72147"	"NC_035781.1"	53358701	53358701	"-"	7.38592661008781e-36	2.82555845620277e-33	56.9805289160128
"72149"	"NC_035781.1"	53358850	53358850	"-"	1.01120366455915e-22	1.07620241822165e-20	-57.5782126386638
"72164"	"NC_035781.1"	53361156	53361156	"+"	2.3960234557423e-26	3.74548449367563e-24	-55.5306571881158
"72175"	"NC_035781.1"	53364502	53364502	"+"	3.27564912447075e-21	2.9416234909657e-19	-58.254640182351
"72176"	"NC_035781.1"	53364503	53364503	"-"	7.07191357668829e-36	2.71530353036895e-33	-59.2537313432836
"72184"	"NC_035781.1"	53364617	53364617	"+"	1.51437891312072e-29	3.27816105751876e-27	-60.0067347625996
"72211"	"NC_035781.1"	53371081	53371081	"+"	6.36492399319361e-17	3.44757850730973e-15	-52.8632478632479
"72263"	"NC_035781.1"	53385564	53385564	"-"	6.51318734609437e-29	1.32922011022286e-26	52.9744651483782
"74940"	"NC_035781.1"	54799287	54799287	"+"	6.12535502830967e-50	7.12056883054865e-47	54.3552036199095
"74941"	"NC_035781.1"	54799288	54799288	"-"	2.19289499321206e-39	1.14208510872849e-36	56.0235732009926
"75217"	"NC_035781.1"	56296257	56296257	"+"	8.27150790643787e-24	1.00368537080205e-21	64.4153957879448
"75260"	"NC_035781.1"	56595192	56595192	"+"	8.15014413886209e-21	6.98515087606288e-19	51.880787037037
"76886"	"NC_035781.1"	59274790	59274790	"-"	2.52167236464044e-33	7.5905541236339e-31	51.5194346289753
"76890"	"NC_035781.1"	59274912	59274912	"+"	3.64869550023638e-36	1.44578960555106e-33	69.4839157602407
"77258"	"NC_035781.1"	59602904	59602904	"-"	1.58641833071969e-107	3.03449923488126e-103	58.7251666137734
"77262"	"NC_035781.1"	59604047	59604047	"-"	1.56859496853939e-36	6.50975818555647e-34	54.2087542087542
"77438"	"NC_035781.1"	59696863	59696863	"+"	2.80878356821474e-25	3.93993461708209e-23	-53.9999331394377
"77450"	"NC_035781.1"	59697601	59697601	"-"	6.18887848635322e-21	5.38985428141357e-19	53.3648542159181
"77529"	"NC_035781.1"	59716718	59716718	"+"	1.48476135162905e-44	1.15278777307193e-41	61.6508605549701
"77536"	"NC_035781.1"	59717178	59717178	"+"	8.29642452326459e-49	8.6417479478408e-46	54.8679719777259
"79111"	"NC_035782.1"	6260448	6260448	"+"	5.62231929676765e-31	1.39010608354999e-28	-54.2799776343212
"79276"	"NC_035782.1"	6686536	6686536	"+"	3.64180728354077e-42	2.42488906798753e-39	-52.5220565865531
"79294"	"NC_035782.1"	6690565	6690565	"+"	2.86754897774477e-87	2.87311856060775e-83	-65.613844283795
"80140"	"NC_035782.1"	6897408	6897408	"-"	7.09896743236892e-25	9.59331200403969e-23	-60.6499780412824
"80589"	"NC_035782.1"	8707638	8707638	"+"	1.61046807803092e-35	5.97628169583911e-33	50.1162250116225
"81906"	"NC_035782.1"	12237055	12237055	"-"	5.63067183531658e-19	3.90358391110252e-17	-52.2390572390572
"82324"	"NC_035782.1"	13869669	13869669	"+"	2.64376576688903e-45	2.20741725009179e-42	51.5397215397215
"82326"	"NC_035782.1"	13869680	13869680	"+"	2.1213585403833e-48	2.12547881252667e-45	50.3255416800085
"82841"	"NC_035782.1"	15148527	15148527	"+"	5.63701334588036e-19	3.90669308565761e-17	-63.3468834688347
"84948"	"NC_035782.1"	20856835	20856835	"-"	2.16022948106505e-35	7.89113372926976e-33	-59.9245852187029
"88238"	"NC_035782.1"	22559285	22559285	"-"	6.6671439277872e-49	7.01822134501625e-46	55.5916497475142
"88761"	"NC_035782.1"	22960248	22960248	"-"	3.74639893621021e-30	8.63386476737302e-28	51.508547731889
"90375"	"NC_035782.1"	25062577	25062577	"+"	3.41203844842179e-18	2.16306047687591e-16	54.5014951962843
"90544"	"NC_035782.1"	26645486	26645486	"+"	1.33214241664237e-21	1.24907869932745e-19	-50.7901698691172
"91288"	"NC_035782.1"	29947819	29947819	"+"	2.30659677174259e-20	1.88696008538619e-18	51.2261806130903
"92246"	"NC_035782.1"	33020492	33020492	"-"	1.28210399203087e-35	4.78306349909019e-33	55.7133646495349
"94627"	"NC_035782.1"	34498894	34498894	"+"	1.63750044386603e-29	3.52654037776931e-27	-54.4752214056906
"94628"	"NC_035782.1"	34498896	34498896	"+"	2.99090008518479e-44	2.29674796565773e-41	-72.1132128740824
"97327"	"NC_035782.1"	37370862	37370862	"-"	3.47060646226968e-57	7.08973731877347e-54	73.5104270109235
"97329"	"NC_035782.1"	37370874	37370874	"-"	2.41023521887853e-40	1.38560786826248e-37	74.4024632084334
"97366"	"NC_035782.1"	37843187	37843187	"-"	4.26279719163509e-40	2.36033188103912e-37	-53.4276960093235
"98965"	"NC_035782.1"	41156867	41156867	"-"	3.69651367390507e-20	2.95059029224869e-18	-50.463130037291
"99253"	"NC_035782.1"	41847825	41847825	"-"	3.84748969749668e-36	1.51599652791853e-33	-52.1818181818182
"99880"	"NC_035782.1"	45857197	45857197	"-"	5.90673881968994e-24	7.28501984528124e-22	58.0057526366251
"100040"	"NC_035782.1"	46212750	46212750	"-"	9.55769172351655e-35	3.313037300912e-32	-53.0833313093532
"100221"	"NC_035782.1"	46475862	46475862	"+"	3.17722979492638e-30	7.40325782471879e-28	51.3196705611952
"102518"	"NC_035782.1"	49575758	49575758	"-"	6.33805323007144e-28	1.17289035689006e-25	-66.1288153825467
"103541"	"NC_035782.1"	50620242	50620242	"-"	1.39376145534068e-20	1.16650115892816e-18	52.8139534883721
"104280"	"NC_035782.1"	51594720	51594720	"-"	1.71192895028616e-48	1.74855989837511e-45	-59.1071428571429
"106247"	"NC_035782.1"	53681703	53681703	"+"	4.73786084893169e-108	9.96883251215857e-104	-67.6695525501167
"106248"	"NC_035782.1"	53681704	53681704	"-"	4.78105585041385e-47	4.33608543039636e-44	-67.8523568825673
"108941"	"NC_035782.1"	57058466	57058466	"-"	1.39981514223881e-19	1.04259162751725e-17	50.9053170817877
"109796"	"NC_035782.1"	58675270	58675270	"+"	1.01651417134396e-32	2.89421638092425e-30	51.1856564488143
"110187"	"NC_035782.1"	58948372	58948372	"-"	3.09312974058541e-33	9.23147329833018e-31	-50.1062833261277
"113079"	"NC_035782.1"	63514945	63514945	"+"	6.49013246654727e-52	8.53484378336597e-49	57.0719992818027
"114149"	"NC_035782.1"	64758096	64758096	"+"	1.69319532878284e-35	6.26118870830831e-33	52.6047112368534
"114150"	"NC_035782.1"	64758097	64758097	"-"	1.20137330442192e-27	2.1549736454885e-25	53.741817936433
"114364"	"NC_035782.1"	64881415	64881415	"+"	6.65470865210999e-34	2.12151989612395e-31	-50.4044047845073
"121016"	"NC_035783.1"	2891929	2891929	"+"	8.54045562903313e-22	8.1904245797031e-20	53.6960132890366
"121236"	"NC_035783.1"	4336101	4336101	"+"	2.3930751417945e-25	3.38161090909995e-23	63.3480825958702
"121844"	"NC_035783.1"	6430848	6430848	"+"	9.44920082800152e-42	6.08008043565893e-39	-52.7257924562663
"123743"	"NC_035783.1"	10907089	10907089	"+"	3.0127838410078e-91	3.72890268960499e-87	-50.1250591970252
"127415"	"NC_035783.1"	15005745	15005745	"-"	6.9351631905114e-65	2.39215241961194e-61	-55.0050336459492
"128000"	"NC_035783.1"	16217948	16217948	"-"	3.8569329189042e-21	3.44305928762739e-19	50.184331797235
"128301"	"NC_035783.1"	16810366	16810366	"+"	3.91433183678742e-45	3.17994694459576e-42	-62.2890247240215
"130596"	"NC_035783.1"	18125850	18125850	"+"	1.60288131307064e-62	4.7501247469285e-59	-53.898983905659
"130873"	"NC_035783.1"	18412976	18412976	"+"	8.59348812713812e-20	6.58942277048088e-18	51.4197273647241
"132517"	"NC_035783.1"	19526094	19526094	"-"	2.17618458676291e-39	1.13902085261607e-36	52.2739602169982
"132784"	"NC_035783.1"	19556698	19556698	"-"	4.89159216814542e-34	1.58343004922289e-31	50.0157072174664
"136680"	"NC_035783.1"	20719352	20719352	"+"	2.94738251773312e-34	9.7202586760612e-32	58.2371794871795
"136932"	"NC_035783.1"	20753581	20753581	"-"	2.05085372264436e-24	2.6408554558496e-22	58.2272399711746
"137735"	"NC_035783.1"	20844475	20844475	"+"	6.69017084667935e-50	7.65035139444733e-47	67.5796425796426
"137887"	"NC_035783.1"	20856442	20856442	"-"	7.22032925397971e-36	2.76723891162102e-33	51.341730558598
"138382"	"NC_035783.1"	20908985	20908985	"-"	1.37206581927049e-47	1.30630524248894e-44	-55.9927652733119
"138580"	"NC_035783.1"	20953373	20953373	"+"	2.40816593001694e-126	8.44495141840173e-122	53.0040776815468
"138581"	"NC_035783.1"	20953374	20953374	"-"	1.74963670408923e-48	1.77844129254507e-45	56.572943642866
"138643"	"NC_035783.1"	20963956	20963956	"+"	1.54005981181586e-17	9.01365001976729e-16	54.8214285714286
"138940"	"NC_035783.1"	21066969	21066969	"+"	1.59362255081483e-71	7.45134978901058e-68	57.8869953337391
"138941"	"NC_035783.1"	21066970	21066970	"-"	4.76354773310548e-41	2.90518253341314e-38	53.4738778012397
"138942"	"NC_035783.1"	21066995	21066995	"+"	2.40347782318701e-97	3.61221907493205e-93	63.7157022548221
"138943"	"NC_035783.1"	21066996	21066996	"-"	3.18599897372287e-49	3.49145461396556e-46	58.5292344786016
"139015"	"NC_035783.1"	21071070	21071070	"+"	3.04496477496609e-62	8.65789972005981e-59	54.3120530714224
"139086"	"NC_035783.1"	21073268	21073268	"-"	1.36838495778108e-48	1.4044828113754e-45	-58.1619110816191
"139127"	"NC_035783.1"	21076422	21076422	"-"	3.2996922318566e-29	6.9082710761969e-27	65.6434143330153
"139136"	"NC_035783.1"	21076507	21076507	"+"	1.99655548825648e-60	4.8847791298412e-57	54.4905513345022
"139178"	"NC_035783.1"	21109546	21109546	"+"	1.06810475001991e-36	4.49475309549894e-34	56.4975631369074
"139695"	"NC_035783.1"	23527093	23527093	"+"	3.18054985738133e-45	2.61411230027615e-42	-51.4218907987866
"140002"	"NC_035783.1"	23693497	23693497	"+"	3.43049645407047e-28	6.56782058316932e-26	-59.1148909362942
"140110"	"NC_035783.1"	23889432	23889432	"+"	4.25272905653939e-42	2.81386069133972e-39	-61.1666666666667
"140219"	"NC_035783.1"	23921625	23921625	"+"	1.18391016714446e-16	6.14616400059876e-15	53.0048525569242
"141159"	"NC_035783.1"	25301968	25301968	"+"	1.32548899088264e-32	3.75361139876584e-30	-57.3900772430184
"141200"	"NC_035783.1"	25307879	25307879	"+"	5.34596257220241e-50	6.24907024942501e-47	-72.1238938053097
"142465"	"NC_035783.1"	30742309	30742309	"-"	2.20389182591892e-26	3.45283845249102e-24	54.7957125341138
"142908"	"NC_035783.1"	32082627	32082627	"+"	1.5582388554458e-33	4.80037675284337e-31	-58.0151872217858
"142963"	"NC_035783.1"	32197766	32197766	"-"	2.26859789557106e-17	1.29956676022258e-15	55.0700280112045
"143044"	"NC_035783.1"	32417240	32417240	"-"	9.71267578117372e-43	6.81207836157056e-40	-60.9756542022013
"146511"	"NC_035783.1"	36586661	36586661	"-"	1.71235240289299e-14	6.64746193413359e-13	50.9615384615385
"146977"	"NC_035783.1"	37764810	37764810	"+"	2.26316370968942e-15	9.86917047679705e-14	51.0796221322537
"147327"	"NC_035783.1"	42295608	42295608	"+"	4.65496630835628e-52	6.23848144439674e-49	-59.95402636148
"148457"	"NC_035783.1"	45068803	45068803	"+"	6.41341547705569e-32	1.71465456964757e-29	52.1601848286484
"148458"	"NC_035783.1"	45068804	45068804	"-"	4.38147423621388e-19	3.06889713716879e-17	54.5833333333333
"148988"	"NC_035783.1"	45436572	45436572	"-"	2.23341604942496e-65	7.83213889017182e-62	53.5308316259227
"150110"	"NC_035783.1"	46125340	46125340	"-"	8.32875567247687e-35	2.90619537974854e-32	57.1287569429661
"150654"	"NC_035783.1"	47273230	47273230	"+"	4.37290557805933e-18	2.73674535044362e-16	55.0307074076882
"150655"	"NC_035783.1"	47273231	47273231	"-"	8.77775310498616e-45	6.89144929605916e-42	57.4429789619663
"151588"	"NC_035783.1"	48434287	48434287	"+"	2.1176802214389e-22	2.16299322011653e-20	-57.7700077700078
"156696"	"NC_035783.1"	57927980	57927980	"-"	3.08102629772006e-34	1.01292532467648e-31	-50.1168749438101
"156816"	"NC_035783.1"	58186425	58186425	"-"	2.89406552311613e-34	9.55940640175822e-32	59.5362407862408
"156882"	"NC_035783.1"	58980062	58980062	"-"	9.40805780903209e-43	6.62049995689693e-40	-65.2450980392157
"157293"	"NC_035784.1"	1005579	1005579	"-"	1.15600790637815e-72	5.58115092238867e-69	57.1346795840028
"157505"	"NC_035784.1"	1046256	1046256	"+"	6.53696375080709e-32	1.74546786360479e-29	-56.652672638921
"158415"	"NC_035784.1"	1992225	1992225	"-"	3.82203006671282e-24	4.81548047305713e-22	56.3473818646232
"158681"	"NC_035784.1"	2011998	2011998	"+"	1.8451944815712e-59	4.30561182307997e-56	-62.490353737771
"158710"	"NC_035784.1"	2015412	2015412	"-"	1.74069501052577e-37	7.75965984706295e-35	51.7420814479638
"159095"	"NC_035784.1"	2288951	2288951	"+"	4.22173248709626e-38	2.01425346353696e-35	-63.0066545674531
"159325"	"NC_035784.1"	2338125	2338125	"-"	8.59402343760108e-23	9.23519020305903e-21	-59.9249784774321
"159355"	"NC_035784.1"	2340024	2340024	"+"	8.86623121343644e-40	4.78339718580011e-37	-60.6200851900393
"159439"	"NC_035784.1"	2348439	2348439	"+"	8.85720043638419e-51	1.08350276501086e-47	-60.0348956715027
"159485"	"NC_035784.1"	2350203	2350203	"-"	7.34259516769617e-38	3.37323116601109e-35	-57.1668477723995
"159695"	"NC_035784.1"	2443681	2443681	"-"	5.17174757263023e-36	2.01141670311181e-33	-54.9457994579946
"159959"	"NC_035784.1"	2777423	2777423	"+"	5.32775359765217e-56	1.00089404748793e-52	-57.8011364577639
"160330"	"NC_035784.1"	3214006	3214006	"+"	1.58029402452201e-57	3.32506313560836e-54	56.1738664561245
"161194"	"NC_035784.1"	3912437	3912437	"-"	7.10215678928017e-78	4.15097151347603e-74	-64.3529452505454
"162080"	"NC_035784.1"	7656221	7656221	"+"	1.97582131547523e-34	6.64102830436132e-32	53.4016106442577
"162626"	"NC_035784.1"	8045506	8045506	"+"	1.3029832588081e-16	6.72450192744493e-15	-50.6552419354839
"164573"	"NC_035784.1"	10016146	10016146	"-"	2.56931841719217e-38	1.25140008817601e-35	-56.6869918699187
"166794"	"NC_035784.1"	13485221	13485221	"+"	2.67403451554889e-36	1.07785044103873e-33	55.9474656914789
"168963"	"NC_035784.1"	19648288	19648288	"-"	8.75104476432879e-29	1.76707175243781e-26	57.3511886094211
"170678"	"NC_035784.1"	27176372	27176372	"+"	3.87028407283109e-55	6.67490378746641e-52	-58.1342701014832
"172233"	"NC_035784.1"	32778721	32778721	"-"	1.95574832517365e-18	1.2759840512953e-16	53.37812616648
"172428"	"NC_035784.1"	34072925	34072925	"-"	1.61958506608659e-30	3.84620156062987e-28	59.785335935322
"173841"	"NC_035784.1"	36650542	36650542	"-"	4.08072305909616e-28	7.75624465027287e-26	-55.537084398977
"174140"	"NC_035784.1"	36797030	36797030	"+"	6.96360857308445e-29	1.4170194473615e-26	-52.1928201332346
"174141"	"NC_035784.1"	36797031	36797031	"-"	2.19866638479838e-30	5.18628621286593e-28	-59.7306251800634
"176356"	"NC_035784.1"	38226016	38226016	"+"	1.00850932499979e-41	6.46946060399396e-39	62.0772946859903
"178861"	"NC_035784.1"	42036909	42036909	"+"	2.66976574680855e-56	5.20129395969003e-53	51.8832391713748
"179311"	"NC_035784.1"	43356402	43356402	"-"	9.44941436644018e-25	1.25996909545652e-22	-61.4775136703493
"182037"	"NC_035784.1"	45667414	45667414	"-"	1.56208024755589e-19	1.15771043108376e-17	55.9442889510862
"183909"	"NC_035784.1"	47479565	47479565	"+"	3.29778936300769e-21	2.96024259624436e-19	-50.3759398496241
"186158"	"NC_035784.1"	50724129	50724129	"-"	1.03080796977475e-19	7.81586012100705e-18	52.2819785370667
"187151"	"NC_035784.1"	52291765	52291765	"-"	8.23435745188035e-201	1.73257368463131e-195	64.1407163449094
"187153"	"NC_035784.1"	52291781	52291781	"-"	6.10214339461844e-148	6.41969523860566e-143	54.2859868358294
"187245"	"NC_035784.1"	52581120	52581120	"+"	1.46013825157065e-21	1.3630194864686e-19	-52.3896103896104
"187246"	"NC_035784.1"	52581121	52581121	"-"	5.93797273045622e-54	9.39395674071851e-51	-52.8014785448208
"187266"	"NC_035784.1"	52581363	52581363	"+"	7.96767408318217e-66	2.84146000460257e-62	-75.6502242152466
"187267"	"NC_035784.1"	52581364	52581364	"-"	2.30937560690484e-33	7.00159686993253e-31	-68.5902341956222
"189739"	"NC_035784.1"	53282858	53282858	"+"	4.41881381341427e-56	8.52984624989976e-53	50.6861942944417
"190488"	"NC_035784.1"	53515950	53515950	"+"	4.93279479018329e-15	2.06547042447436e-13	50.5649717514124
"191247"	"NC_035784.1"	53991052	53991052	"+"	2.42373702540578e-20	1.97894204988465e-18	-51.7628790646693
"191514"	"NC_035784.1"	54028110	54028110	"-"	2.32677008320004e-27	4.01946434838438e-25	60.6398730830249
"192152"	"NC_035784.1"	54639923	54639923	"+"	2.30122902613143e-27	3.97860902213155e-25	-51.7323259579061
"192153"	"NC_035784.1"	54639924	54639924	"-"	1.30102678938396e-39	6.96555437660264e-37	-51.5216372774512
